-0.008486820384860039;0.5354436039924622;2;0;0;1
-0.00948762334883213;0.534443736076355;3;0;1;1
-0.010488680563867092;0.5334440469741821;4;0;2;1
-0.011488698422908783;0.5324445366859436;5;0;3;1
-0.012487594038248062;0.531445324420929;6;0;4;1
-0.01348900981247425;0.5304464101791382;7;0;5;1
-0.014490760862827301;0.5294479727745056;8;0;6;1
-0.015489360317587852;0.5284500122070312;9;0;7;1
-0.01648554392158985;0.5274525880813599;10;0;8;1
-0.017483212053775787;0.5264557600021362;11;0;9;1
-0.018480448052287102;0.5254596471786499;12;0;10;1
-0.019479183480143547;0.5244642496109009;13;0;11;1
-0.02047654613852501;0.5234696269035339;14;0;12;1
-0.021473996341228485;0.5224758982658386;15;0;13;1
-0.022473711520433426;0.5214831233024597;16;0;14;1
-0.02347281202673912;0.520491361618042;17;0;15;1
-0.024473749101161957;0.5195004940032959;18;0;16;1
-0.025470705702900887;0.5185105800628662;19;0;17;1
-0.026467707008123398;0.517521858215332;20;0;18;1
-0.027464712038636208;0.5165342092514038;21;0;19;1
-0.028459832072257996;0.5155476927757263;22;1;0;1
-0.029456758871674538;0.5145623683929443;23;1;1;1
-0.030455581843852997;0.5135784149169922;24;1;2;1
-0.03145313262939453;0.5125957727432251;25;1;3;1
-0.032450005412101746;0.5116145014762878;26;1;4;1
-0.03344452381134033;0.5106346011161804;27;1;5;1
-0.03443615138530731;0.5096561312675476;28;1;6;1
-0.03542733192443848;0.5086793899536133;29;1;7;1
-0.03642052412033081;0.5077041983604431;30;1;8;1
-0.03741435706615448;0.5067310333251953;31;1;9;1
-0.03840389475226402;0.5057596564292908;32;1;10;1
-0.03939352184534073;0.5047899484634399;33;1;11;1
-0.04037991911172867;0.5038214325904846;34;1;12;1
-0.041365642100572586;0.5028547048568726;35;1;13;1
-0.04235063120722771;0.5018897652626038;36;1;14;1
-0.04333397373557091;0.5009266138076782;37;1;15;1
-0.04431366175413132;0.49996504187583923;38;1;16;1
-0.04529104009270668;0.49900513887405396;39;1;17;1
-0.046272195875644684;0.49804744124412537;40;1;18;1
-0.0472528338432312;0.4970913827419281;41;1;19;1
-0.04823654890060425;0.4961370825767517;42;2;0;1
-0.04921506345272064;0.4951849579811096;43;2;1;1
-0.05019303038716316;0.49423477053642273;44;2;2;1
-0.05116811394691467;0.4932866096496582;45;2;3;1
-0.05214278772473335;0.49234095215797424;46;2;4;1
-0.05311644822359085;0.4913972318172455;47;2;5;1
-0.054091114550828934;0.4904555678367615;48;2;6;1
-0.0550655871629715;0.48951566219329834;49;2;7;1
-0.05604302138090134;0.4885777235031128;50;2;8;1
-0.057018816471099854;0.48764172196388245;51;2;9;1
-0.057995300740003586;0.4867076277732849;52;2;10;1
-0.05897242948412895;0.4857759475708008;53;2;11;1
-0.05994921922683716;0.48484668135643005;54;2;12;1
-0.060925595462322235;0.4839194715023041;55;2;13;1
-0.06190180778503418;0.48299428820610046;56;2;14;1
-0.0628756582736969;0.48207080364227295;57;2;15;1
-0.06384945660829544;0.48114895820617676;58;2;16;1
-0.064821757376194;0.4802284240722656;59;2;17;1
-0.06579074263572693;0.4793093800544739;60;2;18;1
-0.06675820052623749;0.4783928394317627;61;2;19;1
-0.06772185862064362;0.4774785339832306;62;3;0;1
-0.06868769973516464;0.4765670597553253;63;3;1;1
-0.06965520977973938;0.4756573736667633;64;3;2;1
-0.07062281668186188;0.47474995255470276;65;3;3;1
-0.0715901181101799;0.4738451838493347;66;3;4;1
-0.07255534082651138;0.4729425311088562;67;3;5;1
-0.07351429015398026;0.47204187512397766;68;3;6;1
-0.07446933537721634;0.47114357352256775;69;3;7;1
-0.07542514055967331;0.4702475368976593;70;3;8;1
-0.07637989521026611;0.4693538546562195;71;3;9;1
-0.07733431458473206;0.46846210956573486;72;3;10;1
-0.07828756421804428;0.46757254004478455;73;3;11;1
-0.07923855632543564;0.4666846692562103;74;3;12;1
-0.08018708229064941;0.46579915285110474;75;3;13;1
-0.08113647252321243;0.46491551399230957;76;3;14;1
-0.08208785206079483;0.46403416991233826;77;3;15;1
-0.08303768932819366;0.46315497159957886;78;3;16;1
-0.08398483693599701;0.46227771043777466;79;3;17;1
-0.08493449538946152;0.46140339970588684;80;3;18;1
-0.08588071167469025;0.4605309069156647;81;3;19;1
-0.08682528883218765;0.4596611261367798;82;4;0;1
-0.0877683237195015;0.4587944447994232;83;4;1;1
-0.08870786428451538;0.45792973041534424;84;4;2;1
-0.08964826911687851;0.45706677436828613;85;4;3;1
-0.09059082716703415;0.4562060534954071;86;4;4;1
-0.09152863919734955;0.45534735918045044;87;4;5;1
-0.09246526658535004;0.4544912874698639;88;4;6;1
-0.09340188652276993;0.4536367952823639;89;4;7;1
-0.09433499723672867;0.45278486609458923;90;4;8;1
-0.0952686220407486;0.45193591713905334;91;4;9;1
-0.0962001234292984;0.45108941197395325;92;4;10;1
-0.09713321179151535;0.45024532079696655;93;4;11;1
-0.09806579351425171;0.449404776096344;94;4;12;1
-0.09899993240833282;0.44856691360473633;95;4;13;1
-0.0999346673488617;0.44773170351982117;96;4;14;1
-0.1008690893650055;0.44689881801605225;97;4;15;1
-0.10180395841598511;0.44606736302375793;98;4;16;1
-0.10274096578359604;0.4452386796474457;99;4;17;1
-0.10367923974990845;0.4444122016429901;100;4;18;1
-0.10461882501840591;0.4435877501964569;101;4;19;1
-0.10555809736251831;0.4427654445171356;102;5;0;1
-0.10649798810482025;0.44194480776786804;103;5;1;1
-0.10743773728609085;0.4411262571811676;104;5;2;1
-0.10837730020284653;0.44031164050102234;105;5;3;1
-0.1093134731054306;0.4395001232624054;106;5;4;1
-0.1102481260895729;0.43869149684906006;107;5;5;1
-0.11117853224277496;0.43788471817970276;108;5;6;1
-0.11210623383522034;0.43708017468452454;109;5;7;1
-0.1130342036485672;0.4362793266773224;110;5;8;1
-0.11396294087171555;0.435480535030365;111;5;9;1
-0.11489491164684296;0.43468549847602844;112;5;10;1
-0.11581970751285553;0.43389424681663513;113;5;11;1
-0.11674204468727112;0.43310514092445374;114;5;12;1
-0.1176643893122673;0.432317316532135;115;5;13;1
-0.11858433485031128;0.4315321147441864;116;5;14;1
-0.11950566619634628;0.43074971437454224;117;5;15;1
-0.1204310804605484;0.42996945977211;118;5;16;1
-0.12135279923677444;0.42919260263442993;119;5;17;1
-0.1222725510597229;0.42841771245002747;120;5;18;1
-0.1231960877776146;0.42764464020729065;121;5;19;1
-0.12411633133888245;0.42687278985977173;122;6;0;1
-0.12503303587436676;0.4261053204536438;123;6;1;1
-0.12594875693321228;0.42534002661705017;124;6;2;1
-0.12685945630073547;0.4245770275592804;125;6;3;1
-0.12776926159858704;0.4238162934780121;126;6;4;1
-0.12867949903011322;0.42305830121040344;127;6;5;1
-0.12959280610084534;0.4223032295703888;128;6;6;1
-0.13050337135791779;0.42155006527900696;129;6;7;1
-0.13140977919101715;0.42079833149909973;130;6;8;1
-0.1323164403438568;0.42005038261413574;131;6;9;1
-0.13321895897388458;0.419305682182312;132;6;10;1
-0.13412176072597504;0.41856276988983154;133;6;11;1
-0.13502420485019684;0.4178220331668854;134;6;12;1
-0.13592612743377686;0.4170847237110138;135;6;13;1
-0.13682709634304047;0.4163486361503601;136;6;14;1
-0.13772405683994293;0.4156128466129303;137;6;15;1
-0.13862095773220062;0.4148813486099243;138;6;16;1
-0.1395181268453598;0.41415107250213623;139;6;17;1
-0.14041432738304138;0.4134226143360138;140;6;18;1
-0.14131192862987518;0.41269800066947937;141;6;19;1
-0.14220596849918365;0.4119774103164673;142;7;0;1
-0.14310014247894287;0.41126036643981934;143;7;1;1
-0.14399592578411102;0.4105452597141266;144;7;2;1
